as_of_year,agency_code,loan_type,property_type,loan_purpose,occupancy,loan_amt_thousands,preapproval,county_code,applicant_income_thousands,purchaser_type,hoepa_status,lien_status,population,ffiec_median_fam_income,tract_to_msa_income_pct,num_owner_occupied_units,num_1_to_4_family_units,approved
2016,Department of Housing and Urban Development (HUD),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Refinancing,1,275.0,Not applicable,29.0,47.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,12112.0,53300.0,128.92,1958.0,2682.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,56.0,Not applicable,7.0,79.0,Freddie Mac (FHLMC),Not a HOEPA loan,Not applicable (purchased loans),4494.0,84200.0,47.97,1025.0,1894.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,151.0,Not applicable,29.0,65.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,6423.0,62500.0,83.05,1469.0,2049.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,313.0,Not applicable,27.0,107.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,4798.0,86700.0,152.18,1650.0,1518.0,1.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,194.0,Not applicable,59.0,217.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2552.0,63300.0,116.55,1227.0,2461.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,77.0,Not applicable,23.0,24.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,4633.0,57100.0,121.69,1151.0,1734.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,257.0,Preapproval was not requested,3.0,280.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,4187.0,80000.0,146.27,1434.0,1554.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,108.0,Not applicable,23.0,31.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5890.0,52200.0,70.34,1359.0,2301.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,11.0,Not applicable,153.0,16.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a subordinate lien,3903.0,66900.0,33.22,570.0,1072.0,1.0
2016,National Credit Union Administration (NCUA),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,50.0,Not applicable,153.0,82.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,3791.0,76900.0,129.2,1196.0,1119.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,172.0,Preapproval was not requested,53.0,86.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,2250.0,85200.0,47.11,442.0,893.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,214.0,Not applicable,53.0,68.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,5203.0,72300.0,132.37,1532.0,1721.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,3.0,Not applicable,31.0,54.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Not secured by a lien,5339.0,64900.0,76.84,1485.0,1926.0,0.0
2016,Federal Deposit Insurance Corporation (FDIC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,193.0,Not applicable,69.0,108.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,8317.0,105200.0,81.61,1920.0,2499.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,57.0,Not applicable,49.0,19.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Not applicable (purchased loans),15920.0,69100.0,84.72,2803.0,4537.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,147.0,Preapproval was not requested,31.0,50.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,7685.0,64900.0,112.01,2407.0,2996.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Refinancing,1,41.0,Not applicable,19.0,16.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5524.0,56900.0,91.25,1580.0,2343.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,113.0,Preapproval was not requested,57.0,24.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,9463.0,64100.0,113.69,2448.0,3090.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,128.0,Not applicable,19.0,40.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6615.0,56700.0,85.69,1545.0,2119.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,380.0,Not applicable,59.0,89.0,Freddie Mac (FHLMC),Not a HOEPA loan,Secured by a first lien,8391.0,85000.0,142.79,1907.0,2333.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,66.0,Not applicable,173.0,16.0,Ginnie Mae (GNMA),Not a HOEPA loan,Not applicable (purchased loans),2967.0,61000.0,113.94,942.0,1220.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,617.0,Not applicable,67.0,201.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,5706.0,67200.0,154.44,1775.0,2021.0,0.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,252.0,Preapproval was not requested,121.0,85.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,8047.0,67200.0,161.41,1669.0,2038.0,1.0
2016,National Credit Union Administration (NCUA),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,270.0,Not applicable,17.0,87.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,7585.0,98600.0,106.34,2146.0,2424.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,151.0,Not applicable,143.0,33.0,Ginnie Mae (GNMA),Not a HOEPA loan,Not applicable (purchased loans),6370.0,61600.0,118.16,1428.0,2102.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,202.0,Preapproval was not requested,51.0,213.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,7295.0,53000.0,117.21,2594.0,3464.0,1.0
2016,Office of the Comptroller of the Currency (OCC),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,2,230.0,Preapproval was not requested,115.0,225.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,8152.0,61900.0,136.9,2525.0,3265.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,630.0,Not applicable,53.0,326.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,542.0,69400.0,97.98,313.0,3496.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,78.0,Not applicable,109.0,29.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2359.0,63700.0,76.88,673.0,968.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,263.0,Not applicable,9.0,254.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,6809.0,81000.0,157.93,2000.0,2293.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,417.0,Not applicable,17.0,210.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,4806.0,69900.0,200.73,1541.0,1647.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,314.0,Preapproval was requested,119.0,103.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,4480.0,64100.0,161.74,865.0,1153.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,348.0,Preapproval was not requested,95.0,102.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,5625.0,77600.0,149.53,1466.0,1824.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,87.0,Not applicable,31.0,175.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a subordinate lien,16735.0,74700.0,174.89,4075.0,963.0,0.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,356.0,Preapproval was not requested,423.0,102.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,5347.0,64000.0,142.06,1663.0,1996.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,101.0,Not applicable,113.0,38.0,Ginnie Mae (GNMA),Not a HOEPA loan,Secured by a first lien,6463.0,71700.0,72.82,1346.0,1810.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),VA-guaranteed (Veterans Administration),One to four-family (other than manufactured housing),Home purchase,1,648.0,Not applicable,41.0,216.0,Ginnie Mae (GNMA),Not a HOEPA loan,Not applicable (purchased loans),6559.0,71600.0,174.71,1226.0,1475.0,1.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home purchase,1,335.0,Not applicable,71.0,235.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Secured by a first lien,2812.0,56400.0,177.95,1032.0,1386.0,0.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Home improvement,1,6.0,Not applicable,11.0,65.0,Loan was not originated or was not sold in calendar year covered by register,Not a HOEPA loan,Not secured by a lien,2332.0,57300.0,96.01,851.0,1255.0,0.0
2016,Consumer Financial Protection Bureau (CFPB),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",Manufactured housing,Home purchase,2,317.0,Not applicable,87.0,130.0,Fannie Mae (FNMA),Not a HOEPA loan,Secured by a first lien,3724.0,44800.0,109.84,1050.0,2465.0,1.0
2016,Department of Housing and Urban Development (HUD),FHA-insured (Federal Housing Administration),One to four-family (other than manufactured housing),Home purchase,1,157.0,Not applicable,57.0,37.0,"Life insurance company, credit union, mortgage bank, or finance company",Not a HOEPA loan,Secured by a first lien,13319.0,67200.0,123.98,4130.0,5103.0,1.0
2016,Federal Reserve System (FRS),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,2,107.0,Not applicable,27.0,98.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,6881.0,73600.0,142.83,1868.0,2656.0,1.0
2016,Department of Housing and Urban Development (HUD),"Conventional (any loan other than FHA, VA, FSA, or RHS loans)",One to four-family (other than manufactured housing),Refinancing,1,215.0,Not applicable,157.0,86.0,"Commercial bank, savings bank or savings association",Not a HOEPA loan,Secured by a first lien,6111.0,59100.0,153.0,1850.0,2113.0,1.0
